win,diff
1,-24.37689391
0,24.37689391
1,13.42833412
0,-13.42833412
1,24.37689391
0,-24.37689391
1,24.37689391
0,-24.37689391
1,9.16666667
0,-9.16666667
1,25.79166664
0,-25.79166664
1,6.26812774
0,-6.26812774
1,10.20562774
0,-10.20562774
1,15.5860389
0,-15.5860389
1,4.18479434
0,-4.18479434
1,17.9375
0,-17.9375
1,12.75562767
0,-12.75562767
1,8.77083333
0,-8.77083333
1,-3.588961
0,3.588961
1,3.9375
0,-3.9375
1,-2.95833333
0,2.95833333
1,5.6125
0,-5.6125
1,-0.0597944
0,0.0597944
1,-0.97916667
0,0.97916667
1,47.63333336
0,-47.63333336
1,17.61666666
0,-17.61666666
1,65.25000002
0,-65.25000002
1,10.94583334
0,-10.94583334
1,56.13333336
0,-56.13333336
1,-3.9875
0,3.9875
1,10.94583334
0,-10.94583334
1,43.64583336
0,-43.64583336
1,8.5
0,-8.5
1,45.18750002
0,-45.18750002
1,47.63333336
0,-47.63333336
1,1.54166666
0,-1.54166666
1,2.44583334
0,-2.44583334
1,12.4875
0,-12.4875
1,-38.09595957
0,38.09595957
1,14.55555556
0,-14.55555556
1,3.8073982
0,-3.8073982
1,-7.83982402
0,7.83982402
1,-31.38022803
0,31.38022803
1,-2.90833334
0,2.90833334
1,-45.93578359
0,45.93578359
1,-34.28856137
0,34.28856137
1,11.64722222
0,-11.64722222
1,6.71573154
0,-6.71573154
1,-11.64722222
0,11.64722222
1,6.71573154
0,-6.71573154
1,2.90833334
0,-2.90833334
1,-7.83982402
0,7.83982402
1,3.8073982
0,-3.8073982
1,-14.55555556
0,14.55555556
1,14.55555556
0,-14.55555556
1,14.55555556
0,-14.55555556
1,34.27353896
0,-34.27353896
1,2.05787958
0,-2.05787958
1,39.53187229
0,-39.53187229
1,25.50270563
0,-25.50270563
1,-6.2375
0,6.2375
1,55.42280229
0,-55.42280229
1,7.79166666
0,-7.79166666
1,23.56547624
0,-23.56547624
1,-28.72772648
0,28.72772648
1,43.50000003
0,-43.50000003
1,31.85732605
0,-31.85732605
1,4.66206709
0,-4.66206709
1,31.3571429
0,-31.3571429
1,-3.12959957
0,3.12959957
1,24.06565939
0,-24.06565939
1,-26.69507581
0,26.69507581
1,49.73750003
0,-49.73750003
1,13.3598485
0,-13.3598485
1,1.43704624
0,-1.43704624
